Name,Year,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
Damoh,2002,204351,107581,96770,140821,82057,58764,63530,25524,38006,69962,50626,19336,1463,1118,345,134389,56955,77434
Damoh,2002,879598,462648,416950,407510,268085,139425,472088,194563,277525,416524,251945,164579,83330,60656,22674,463074,210703,252371
Daman,2002,35770,18977,16793,25887,15007,10880,9883,3970,5913,14048,10995,3053,24,16,8,21722,7982,13740
Daman,2002,78219,52657,25562,55546,41619,13927,22673,11038,11635,44881,40199,4682,368,232,136,33338,12458,20880
Dakshina Kannada,2002,729302,363777,365525,576469,301761,274708,152833,62016,90817,314168,203291,110877,2594,1440,1154,415134,160486,254648
Dakshina Kannada,2002,1168428,574657,593771,815269,435201,380068,353159,139456,213703,632222,343113,289109,30659,22068,8591,536206,231544,304662
Dakshin Dinajpur,2002,196854,100539,96315,146833,79089,67744,50021,21450,28571,62368,49040,13328,1094,756,338,134486,51499,82987
Dakshin Dinajpur,2002,1306324,669796,636528,652646,388207,264439,653678,281589,372089,550360,379432,170928,141503,105066,36437,755964,290364,465600
Dadra & Nagar Haveli,2002,50463,29834,20629,36007,23358,12649,14456,6476,7980,22580,19580,3000,199,127,72,27883,10254,17629
Dadra & Nagar Haveli,2002,170027,91832,78195,67897,48791,19106,102130,43041,59089,91542,56255,35287,6746,3387,3359,78485,35577,42908
Cuttack,2002,641130,342190,298940,483680,274540,209140,157450,67650,89800,203142,176421,26721,1544,1258,286,437988,165769,272219
Cuttack,2002,1699964,865591,834373,1091062,634987,456075,608902,230604,378298,590892,461667,129225,102700,87195,15505,1109072,403924,705148
Cuddapah,2002,587753,296916,290837,372123,213382,158741,215630,83534,132096,197046,155422,41624,9336,5302,4034,390707,141494,249213
Cuddapah,2002,2014044,1021177,992867,1048629,653672,394957,965415,367505,597910,968520,590216,378304,289903,156131,133772,1045524,430961,614563
Cuddalore,2002,754361,379122,375239,548145,298825,249320,206216,80297,125919,243325,197165,46160,25877,17438,8439,511036,181957,329079
Cuddalore,2002,1531034,771786,759248,872343,521901,350442,658691,249885,408806,729741,439746,289995,240581,139919,100662,801293,332040,469253
Coimbatore,2002,2820203,1441332,1378871,2098028,1154903,943125,722175,286429,435746,1192698,889584,303114,78311,44087,34224,1627505,551748,1075757
Coimbatore,2002,1451653,734699,716954,847250,493911,353339,604403,240788,363615,784914,486181,298733,258237,136374,121863,666739,248518,418221
Churu,2002,536196,277100,259096,318040,190980,127060,218156,86120,132036,148093,124437,23656,2005,1701,304,388103,152663,235440
Churu,2002,1387682,710681,677001,710840,436141,274699,676842,274540,402302,705806,369584,336222,15882,11824,4058,681876,341097,340779
Churachandpur,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Churachandpur,2002,227905,117232,110673,139080,78871,60209,88825,38361,50464,99363,56748,42615,5316,3109,2207,128542,60484,68058
Chittoor,2002,811030,411630,399400,573044,318200,254844,237986,93430,144556,263520,212955,50565,9262,5993,3269,547510,198675,348835
Chittoor,2002,2934845,1478060,1456785,1603946,955740,648206,1330899,522320,808579,1489459,883584,605875,438163,237053,201110,1445386,594476,850910
Chittaurgarh,2002,289269,150508,138761,197846,115281,82565,91423,35227,56196,94589,75720,18869,1558,992,566,194680,74788,119892
Chittaurgarh,2002,1514255,767555,746700,609259,424184,185075,904996,343371,561625,835750,445246,390504,44669,22910,21759,678505,322309,356196
Chitrakoot,2002,76560,40878,35682,48830,29457,19373,27730,11421,16309,20643,17765,2878,444,339,105,55917,23113,32804
Chitrakoot,2002,689665,368300,321365,344167,223176,120991,345498,145124,200374,303313,177436,125877,38355,24493,13862,386352,190864,195488
Chitradurga,2002,274238,140779,133459,195406,107783,87623,78832,32996,45836,89558,73213,16345,2013,1245,768,184680,67566,117114
Chitradurga,2002,1243658,635442,608216,654284,395230,259054,589374,240212,349162,632277,369195,263082,145011,69909,75102,611381,266247,345134
Chikmagalur,2002,222724,113625,109099,163175,88111,75064,59549,25514,34035,79843,63839,16004,4432,2766,1666,142881,49786,93095
Chikmagalur,2002,918181,461286,456895,560435,316632,243803,357746,144654,213092,436834,277819,159015,61439,35033,26406,481347,183467,297880
Chhindwara,2002,452203,234916,217287,320612,181513,139099,131591,53403,78188,133865,108200,25665,8784,5645,3139,318338,126716,191622
Chhindwara,2002,1397080,712421,684659,699987,426185,273802,697093,286236,410857,645668,373483,272185,124487,73996,50491,751412,338938,412474
Chhatarpur,2002,324295,173091,151204,197618,118772,78846,126677,54319,72358,98565,78518,20047,6007,4045,1962,225730,94573,131157
Chhatarpur,2002,1150428,615842,534586,433752,297669,136083,716676,318173,398503,493905,310259,183646,50161,33503,16658,656523,305583,350940
Chennai,2002,4343645,2219539,2124106,3336695,1799981,1536714,1006950,419558,587392,1488364,1201152,287212,5849,4508,1341,2855281,1018387,1836894
Chennai,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chatra,2002,42020,22358,19662,26739,15569,11170,15281,6789,8492,10025,8626,1399,227,185,42,31995,13732,18263
Chatra,2002,749414,381709,367705,243517,162381,81136,505897,219328,286569,289083,181325,107758,55069,38032,17037,460331,200384,259947
Changlang,2002,12388,6987,5401,8741,5344,3397,3647,1643,2004,4493,3715,778,39,30,9,7895,3272,4623
Changlang,2002,113034,58834,54200,42550,27445,15105,70484,31389,39095,55552,31074,24478,2007,1324,683,57482,27760,29722
Chandrapur,2002,665067,346532,318535,491971,276002,215969,173096,70530,102566,201621,166104,35517,4648,2691,1957,463446,180428,283018
Chandrapur,2002,1406034,716461,689573,819037,486135,332902,586997,230326,356671,729170,401487,327683,185524,92288,93236,676864,314974,361890
Chandigarh,2002,808515,450122,358393,584515,342999,241516,224000,107123,116877,300219,248126,52093,223,175,48,508296,201996,306300
Chandigarh,2002,92120,56816,35304,58730,39687,19043,33390,17129,16261,40203,36293,3910,222,202,20,51917,20523,31394
Chandel,2002,14962,7617,7345,7595,4542,3053,7367,3075,4292,5228,3376,1852,16,8,8,9734,4241,5493
Chandel,2002,103365,52124,51241,49865,28605,21260,53500,23519,29981,49317,25826,23491,1459,770,689,54048,26298,27750
Chandauli,2002,173558,91996,81562,109680,65737,43943,63878,26259,37619,42519,37358,5161,1108,906,202,131039,54638,76401
Chandauli,2002,1469693,763127,706566,675604,441820,233784,794089,321307,472782,485114,341114,144000,69306,51521,17785,984579,422013,562566
Champhai,2002,42049,21960,20089,32974,17276,15698,9075,4684,4391,26678,14705,11973,2404,1354,1050,15371,7255,8116
Champhai,2002,66343,33796,32547,49062,25955,23107,17281,7841,9440,41456,21487,19969,761,478,283,24887,12309,12578
Champawat,2002,33778,18268,15510,22945,13412,9533,10833,4856,5977,9954,8693,1261,59,53,6,23824,9575,14249
Champawat,2002,190764,92816,97948,107002,65513,41489,83762,27303,56459,80254,39613,40641,461,279,182,110510,53203,57307
Chamoli,2002,50703,29548,21155,39289,24365,14924,11414,5183,6231,18882,14989,3893,174,129,45,31821,14559,17262
Chamoli,2002,319656,154197,165459,198065,114569,83496,121591,39628,81963,145847,67520,78327,318,190,128,173809,86677,87132
Chamba,2002,34542,18514,16028,27623,15466,12157,6919,3048,3871,11569,9101,2468,5,3,2,22973,9413,13560
Chamba,2002,426345,216704,209641,218546,137067,81479,207799,79637,128162,218883,117617,101266,662,483,179,207462,99087,108375
Chamarajanagar,2002,148090,75157,72933,92749,51562,41187,55341,23595,31746,55192,41785,13407,4216,3025,1191,92898,33372,59526
Chamarajanagar,2002,817372,414783,402589,339951,203110,136841,477421,211673,265748,393177,258816,134361,108073,68302,39771,424195,155967,268228
Central,2002,646385,350831,295554,450989,255253,195736,195396,95578,99818,223851,196069,27782,182,124,58,422534,154762,267772
Central,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cachar,2002,201387,103074,98313,153034,81943,71091,48353,21131,27222,62424,51890,10534,111,94,17,138963,51184,87779
Cachar,2002,1243534,639968,603566,671403,392202,279201,572131,247766,324365,403310,312593,90717,29810,25976,3834,840224,327375,512849
Buxar,2002,128974,68946,60028,78944,47813,31131,50030,21133,28897,29995,27082,2913,1769,1629,140,98979,41864,57115
Buxar,2002,1273422,669408,604014,563223,381601,181622,710199,287807,422392,378191,302132,76059,94948,77837,17111,895231,367276,527955
Bundi,2002,179562,94335,85227,111256,67818,43438,68306,26517,41789,54466,44029,10437,1164,800,364,125096,50306,74790
Bundi,2002,783058,410483,372575,326517,228472,98045,456541,182011,274530,402471,227446,175025,21164,13865,7299,380587,183037,197550
Buldana,2002,473383,244958,228425,338496,190188,148308,134887,54770,80117,142689,115354,27335,22211,12644,9567,330694,129604,201090
Buldana,2002,1759097,902445,856652,1095393,652222,443171,663704,250223,413481,873326,481253,392073,378324,189508,188816,885771,421192,464579
Barnala,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnala,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulandshahr,2002,674458,357374,317084,357490,216978,140512,316968,140396,176572,198032,165769,32263,7067,5555,1512,476426,191605,284821
Bulandshahr,2002,2238664,1192952,1045712,1050592,719217,331375,1188072,473735,714337,975773,623114,352659,86191,71631,14560,1262891,569838,693053
Budaun,2002,557136,294689,262447,240842,144858,95984,316294,149831,166463,144432,133567,10865,15802,15483,319,412704,161122,251582
Budaun,2002,2512290,1371980,1140310,683801,503643,180158,1828489,868337,960152,777668,682068,95600,89647,86142,3505,1734622,689912,1044710
Bongaigaon,2002,109782,57534,52248,83649,46698,36951,26133,10836,15297,33712,29521,4191,65,58,7,76070,28013,48057
Bongaigaon,2002,795053,407706,387347,356212,212063,144149,438841,195643,243198,259531,195779,63752,30053,25059,4994,535522,211927,323595
Bokaro,2002,804657,433555,371102,544933,331104,213829,259724,102451,157273,190850,174922,15928,1331,1161,170,613807,258633,355174
Bokaro,2002,973005,504881,468124,378217,268944,109273,594788,235937,358851,318460,235050,83410,27401,22666,4735,654545,269831,384714
Bishnupur,2002,74741,37541,37200,47535,27308,20227,27206,10233,16973,30079,17392,12687,1279,814,465,44662,20149,24513
Bishnupur,2002,133627,67009,66618,72288,43199,29089,61339,23810,37529,59624,32890,26734,2895,1927,968,74003,34119,39884
Birbhum,2002,258420,132536,125884,177484,99328,78156,80936,33208,47728,84049,68692,15357,1434,1204,230,174371,63844,110527
Birbhum,2002,2757002,1414097,1342905,1376368,820825,555543,1380634,593272,787362,1044448,771182,273266,250410,208387,42023,1712554,642915,1069639
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,21951,11775,10176,17339,9617,7722,4612,2158,2454,8288,6046,2242,25,18,7,13663,5729,7934
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bilaspur,2002,1511661,761994,749667,710013,462010,248003,801648,299984,501664,704132,383781,320351,168660,85698,82962,807529,378213,429316
Bikaner,2002,595036,317171,277865,382189,229334,152855,212847,87837,125010,171332,151448,19884,938,867,71,423704,165723,257981
Bikaner,2002,1079235,568904,510331,384673,271923,112750,694562,296981,397581,490125,293096,197029,17331,13213,4118,589110,275808,313302
Bijnor,2002,761351,399972,361379,381829,220758,161071,379522,179214,200308,191016,178290,12726,15081,14619,462,570335,221682,348653
Bijnor,2002,2370268,1251936,1118332,1079290,693148,386142,1290978,558788,732190,693465,588941,104524,155659,147734,7925,1676803,662995,1013808
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,396089,203148,192941,252442,145107,107335,143647,58041,85606,116233,94994,21239,6971,4375,2596,279856,108154,171702
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
Bijapur,2002,1410829,723276,687553,614119,398762,215357,796710,324514,472196,601980,372672,229308,156128,83673,72455,808849,350604,458245
